Age,Gender,Occupation,MonthlyDisposableIncome,HealthConsciousness,ExerciseFrequency,ConsumptionFrequency,TryNewBrand,SubscribePlan,SpendPerServing,PackagingFormat,PurchaseChannel,TopHealthBenefit,RecommendLikelihood,CurrentBrands,ExtraFeatures,Flavour_MixedBerry,Flavour_Mango,Flavour_GreenTea,Flavour_Chocolate,Flavour_Coffee,Flavour_Herbal,Flavour_Other,Context_PostWorkout,Context_Breakfast,Context_Afternoon,Context_Evening,Context_SpecialOccasion,Barrier_HighPrice,Barrier_PoorTaste,Barrier_LackTrust,Barrier_HardToFind,Barrier_UnsustainablePack,Rank_Taste,Rank_Price,Rank_NutritionalValue,Rank_BrandReputation,Rank_Packaging,SurveyDate,City,Feedback
20,Male,Self-employed,7480,3,1-2,Never,No,Yes,14.03,Bottle,Online retailer,Weight management,4,None,Gluten-free,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3,4,2,1,5,2025-06-05 04:32:28,Ajman,No barriers
19,Male,Working professional,19320,4,3-4,Monthly,Yes,No,40.33,Can,Convenience store,Muscle recovery,4,BrandA,Eco packaging,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,2,3,4,2024-09-19 09:18:06,Abu Dhabi,No barriers
19,Male,Student,2092,5,3-4,Daily,No,Yes,3.52,Bottle,Online retailer,Energy boost,3,BrandD,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5,3,1,2,2024-04-01 06:33:10,Ajman,HighPrice
25,Female,Working professional,23686,2,1-2,Monthly,No,No,46.48,Bottle,Supermarket,Weight management,1,BrandC,High protein,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,4,1,5,2024-11-25 07:35:35,Dubai,No barriers
20,Male,Student,11373,4,3-4,Monthly,Yes,Yes,23.19,Bottle,Online retailer,Digestive health,4,BrandA,Low sugar,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,4,2,3,1,2024-03-22 23:27:23,Dubai,No barriers
23,Female,Working professional,3972,5,1-2,Rarely,Yes,Yes,8.31,Tetra Pak,Online retailer,Weight management,5,None,None,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,4,3,1,2,5,2024-06-25 11:28:32,Fujairah,PoorTaste
26,Male,Self-employed,13658,5,1-2,Monthly,Yes,No,26.13,Tetra Pak,Supermarket,Weight management,3,BrandB,None,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,5,1,4,3,2024-03-09 10:06:02,Sharjah,HighPrice
32,Female,Student,1816,4,None,Weekly,No,Yes,4.42,Bottle,Gym/Fitness centre,Weight management,4,BrandD,Low sugar,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,3,5,2,4,1,2024-09-25 16:06:57,Fujairah,HighPrice
18,Female,Self-employed,2340,4,1-2,Monthly,Yes,No,4.32,Powder sachet,Supermarket,Energy boost,4,BrandB,Low sugar,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,3,1,5,2024-05-11 07:00:37,Fujairah,No barriers
37,Female,Student,2842,4,3-4,Monthly,Yes,Yes,4.5,Can,Online retailer,Weight management,4,None,Eco packaging,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,4,5,1,2024-05-23 23:03:14,Umm Al Quwain,HighPrice
29,Female,Working professional,3053,5,None,Weekly,Yes,No,5.12,Bottle,Online retailer,Energy boost,4,BrandB,Low sugar,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,4,3,5,2024-04-29 06:24:15,Fujairah,HardToFind
19,Male,Self-employed,1899,5,1-2,Monthly,Yes,No,5.7,Bottle,Pharmacy,Weight management,4,BrandB,No artificial flavors,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,2,3,4,1,5,2024-08-29 00:39:49,Abu Dhabi,HighPrice; PoorTaste
42,Male,Working professional,14776,3,5+,Rarely,Yes,No,28.62,Tetra Pak,Gym/Fitness centre,Digestive health,5,BrandB,None,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,1,5,2,2024-04-20 14:52:52,Dubai,No barriers
48,Female,Student,3893,4,3-4,Daily,Yes,No,8.31,Bottle,Gym/Fitness centre,Muscle recovery,3,BrandA,Organic,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5,2,1,3,4,2024-07-12 23:01:55,Ras Al Khaimah,LackTrust
18,Other,Working professional,6750,4,3-4,Monthly,No,No,10.94,Bottle,Convenience store,Muscle recovery,5,None,Organic,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,4,3,1,5,2024-02-07 00:07:25,Fujairah,No barriers
21,Female,Working professional,2942,5,3-4,Weekly,Yes,Yes,8.11,Tetra Pak,Online retailer,Energy boost,4,BrandA,High protein,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,3,1,4,2024-12-08 06:19:43,Fujairah,No barriers
37,Female,Self-employed,955,4,3-4,Weekly,No,No,1.0,Can,Pharmacy,Digestive health,4,BrandC,Low sugar,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,4,1,3,5,2,2024-12-22 12:05:38,Fujairah,PoorTaste
34,Female,Working professional,6267,4,1-2,Weekly,Yes,No,13.33,Jar,Supermarket,Weight management,2,None,None,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,2,4,5,3,2024-07-16 19:21:13,Dubai,HighPrice
20,Male,Self-employed,879,5,5+,Weekly,Yes,Yes,1.25,Jar,Pharmacy,Immune support,4,BrandC,Organic,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,3,5,2,4,2024-09-29 10:21:10,Ras Al Khaimah,HighPrice; UnsustainablePack
20,Male,Homemaker,4620,2,1-2,Rarely,Yes,Yes,10.02,Powder sachet,Supermarket,Energy boost,1,BrandB,Eco packaging,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4,3,5,2,1,2024-07-06 14:34:57,Abu Dhabi,HighPrice
23,Female,Working professional,1434,3,3-4,Weekly,Yes,No,3.75,Bottle,Convenience store,Immune support,4,BrandD,Organic,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,4,3,2,5,1,2024-10-20 11:05:02,Umm Al Quwain,No barriers
25,Female,Retired,29394,4,1-2,Rarely,Yes,Yes,58.5,Bottle,Supermarket,Muscle recovery,2,BrandB,High protein,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,4,1,2,3,2024-10-30 14:21:24,Sharjah,PoorTaste
29,Male,Working professional,11162,3,3-4,Daily,No,Yes,18.59,Powder sachet,Supermarket,Energy boost,5,BrandA,Eco packaging,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,4,5,2,1,2025-03-18 12:10:56,Sharjah,No barriers
23,Female,Other,5406,1,3-4,Never,Yes,No,12.99,Tetra Pak,Supermarket,Immune support,4,BrandB,None,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,5,4,3,2025-06-24 12:33:58,Ajman,No barriers
25,Male,Student,15326,2,3-4,Monthly,Yes,Yes,30.37,Tetra Pak,Supermarket,Energy boost,5,BrandC,No artificial flavors,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,4,2,5,3,1,2024-08-14 14:00:49,Dubai,HardToFind
34,Female,Working professional,2295,4,1-2,Rarely,Yes,Yes,5.33,Bottle,Online retailer,Muscle recovery,4,BrandC,None,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,4,1,5,3,2024-11-09 05:37:30,Abu Dhabi,LackTrust
18,Male,Working professional,8015,5,3-4,Weekly,Yes,No,17.41,Bottle,Online retailer,Digestive health,5,BrandC,Eco packaging,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,4,2,1,5,2024-02-12 15:28:00,Ajman,UnsustainablePack
21,Male,Working professional,5883,4,5+,Weekly,No,Yes,10.85,Bottle,Convenience store,Energy boost,5,BrandB,None,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4,2,1,3,5,2024-11-18 10:33:49,Abu Dhabi,No barriers
32,Female,Working professional,6233,4,5+,Weekly,Yes,No,13.5,Can,Supermarket,Weight management,4,BrandC,Organic,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,4,5,1,2025-05-02 16:41:30,Abu Dhabi,HighPrice
45,Male,Self-employed,15446,3,None,Never,Yes,Yes,29.4,Bottle,Supermarket,Muscle recovery,4,BrandB,Eco packaging,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,3,5,1,4,2024-03-13 04:56:13,Ajman,No barriers
26,Female,Student,9502,5,1-2,Weekly,Yes,Yes,19.78,Can,Gym/Fitness centre,Muscle recovery,4,BrandA,No artificial flavors,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,5,4,2,2024-02-01 21:17:01,Abu Dhabi,HighPrice
27,Female,Working professional,6373,5,5+,Monthly,Yes,Yes,12.79,Can,Supermarket,Digestive health,1,None,Low sugar,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,1,4,5,2024-10-28 21:54:43,Ajman,No barriers
19,Female,Self-employed,1108,4,3-4,Rarely,Yes,No,1.37,Bottle,Pharmacy,Digestive health,5,BrandB,Eco packaging,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,4,3,2024-11-13 22:23:50,Fujairah,No barriers
25,Male,Working professional,2071,3,3-4,Weekly,Yes,Yes,4.24,Bottle,Online retailer,Weight management,4,BrandB,Gluten-free,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4,5,1,2,3,2025-03-16 00:32:38,Fujairah,LackTrust
27,Male,Other,4401,2,5+,Rarely,Yes,Yes,6.69,Bottle,Online retailer,Digestive health,4,None,Eco packaging,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,3,5,2,4,2024-01-26 11:56:39,Umm Al Quwain,UnsustainablePack
21,Male,Self-employed,5346,2,5+,Monthly,Yes,Yes,11.31,Bottle,Supermarket,Immune support,5,BrandA,Organic,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,2,3,5,4,1,2024-05-08 21:42:35,Dubai,No barriers
21,Other,Other,1777,4,3-4,Rarely,Yes,Yes,17.48,Bottle,Supermarket,Energy boost,3,BrandC,Organic,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3,5,2,1,4,2024-01-20 03:54:54,Ajman,HighPrice
23,Female,Self-employed,43067,5,3-4,Weekly,No,Yes,86.83,Bottle,Gym/Fitness centre,Energy boost,3,BrandD,Organic,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,5,2,3,1,2024-02-22 09:49:07,Dubai,No barriers
18,Female,Working professional,19240,5,1-2,Weekly,Yes,Yes,41.48,Can,Online retailer,Weight management,2,BrandB,None,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,5,1,2,4,2024-05-01 21:22:41,Fujairah,No barriers
22,Female,Student,8450,4,3-4,Weekly,No,No,16.71,Tetra Pak,Convenience store,Digestive health,4,None,No artificial flavors,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,5,4,2,3,1,2024-12-28 20:29:45,Sharjah,HardToFind
20,Female,Self-employed,5244,5,1-2,Rarely,No,Yes,10.44,Bottle,Online retailer,Energy boost,1,BrandD,No artificial flavors,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4,1,3,5,2,2024-01-20 00:58:35,Ajman,LackTrust
22,Female,Working professional,4060,5,1-2,Monthly,Yes,No,5.78,Tetra Pak,Pharmacy,Digestive health,4,BrandB,No artificial flavors,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,5,4,2,2024-05-02 09:10:22,Fujairah,PoorTaste
19,Male,Student,2087,3,1-2,Weekly,Yes,No,7.32,Powder sachet,Convenience store,Immune support,4,BrandA,Low sugar,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,5,3,4,1,2024-09-12 07:37:49,Umm Al Quwain,No barriers
44,Female,Working professional,5270,4,1-2,Never,Yes,Yes,7.54,Tetra Pak,Supermarket,Energy boost,4,None,Organic,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,5,3,4,1,2,2024-04-19 01:13:01,Sharjah,No barriers
28,Male,Other,6198,5,3-4,Daily,No,Yes,12.85,Bottle,Pharmacy,Weight management,3,BrandC,Eco packaging,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,5,3,1,2025-06-16 10:03:56,Ajman,No barriers
31,Female,Working professional,1607,3,3-4,Rarely,Yes,No,1.98,Can,Supermarket,Weight management,3,BrandC,Gluten-free,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,5,1,2024-01-26 14:34:04,Abu Dhabi,No barriers
36,Female,Working professional,6639,5,3-4,Never,Yes,No,13.4,Tetra Pak,Online retailer,Weight management,4,None,None,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,5,3,1,2,2024-09-03 09:31:05,Sharjah,HighPrice
26,Female,Working professional,4274,5,1-2,Rarely,Yes,Yes,5.93,Powder sachet,Gym/Fitness centre,Weight management,3,BrandB,None,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,4,5,3,2,1,2025-06-19 17:32:50,Ras Al Khaimah,No barriers
19,Male,Working professional,883,4,5+,Rarely,No,No,3.55,Powder sachet,Online retailer,Muscle recovery,5,BrandC,None,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,2,4,3,5,2025-02-04 02:18:00,Ras Al Khaimah,HardToFind
27,Male,Working professional,2266,5,None,Weekly,Yes,Yes,2.62,Bottle,Supermarket,Muscle recovery,3,None,Low sugar,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,4,5,3,2024-07-01 13:00:10,Ras Al Khaimah,No barriers
28,Male,Working professional,3387,4,3-4,Weekly,Yes,Yes,9.11,Tetra Pak,Online retailer,Immune support,4,BrandB,Low sugar,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,4,2,5,1,2025-02-21 03:55:24,Sharjah,LackTrust
34,Male,Student,26874,4,5+,Rarely,Yes,Yes,51.89,Powder sachet,Pharmacy,Weight management,4,BrandD,Low sugar,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,5,3,4,1,2024-06-06 03:44:39,Dubai,No barriers
24,Male,Self-employed,8110,3,3-4,Weekly,Yes,No,18.17,Jar,Convenience store,Weight management,4,BrandB,High protein,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,2,3,1,5,4,2025-06-12 21:06:18,Ajman,HardToFind
19,Female,Working professional,1477,2,3-4,Daily,Yes,No,1.29,Can,Gym/Fitness centre,Digestive health,5,BrandD,Eco packaging,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,4,5,2025-01-09 20:50:54,Abu Dhabi,No barriers
22,Female,Self-employed,7612,3,5+,Rarely,No,No,13.99,Bottle,Supermarket,Weight management,4,BrandC,High protein,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,1,2,4,5,2025-01-21 11:13:54,Abu Dhabi,HighPrice
23,Male,Homemaker,1221,4,1-2,Weekly,No,Yes,2.44,Bottle,Pharmacy,Weight management,5,BrandA,No artificial flavors,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,5,2,3,4,2024-05-02 19:16:09,Fujairah,LackTrust
30,Male,Working professional,13022,2,3-4,Never,No,Yes,24.35,Can,Pharmacy,Muscle recovery,3,BrandA,No artificial flavors,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,2,5,1,3,2024-04-07 03:12:28,Sharjah,No barriers
28,Male,Working professional,3216,1,3-4,Rarely,Yes,Yes,4.68,Tetra Pak,Supermarket,Digestive health,3,BrandB,Eco packaging,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,3,1,2,4,5,2024-03-20 02:34:09,Ras Al Khaimah,UnsustainablePack
23,Female,Working professional,4518,2,1-2,Rarely,Yes,No,7.36,Powder sachet,Supermarket,Weight management,2,BrandD,Low sugar,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,1,4,3,2025-01-17 06:37:07,Umm Al Quwain,HighPrice
69,Female,Homemaker,16207,4,5+,Rarely,Yes,Yes,33.05,Powder sachet,Pharmacy,Weight management,4,BrandC,Gluten-free,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,4,3,5,2,1,2024-08-20 23:13:23,Fujairah,No barriers
29,Female,Working professional,1543,5,5+,Rarely,Yes,Yes,3.09,Bottle,Pharmacy,Immune support,4,None,None,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,2,1,5,4,3,2024-12-19 22:50:48,Abu Dhabi,HighPrice
21,Female,Working professional,1398,5,3-4,Rarely,Yes,Yes,2.9,Tetra Pak,Supermarket,Energy boost,4,BrandB,No artificial flavors,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,5,1,2,4,3,2024-06-18 14:08:35,Umm Al Quwain,HighPrice; PoorTaste
19,Other,Working professional,2907,4,1-2,Monthly,Yes,No,5.16,Bottle,Convenience store,Weight management,4,None,Gluten-free,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,2,3,1,4,2024-02-15 11:52:16,Fujairah,HighPrice
19,Female,Working professional,12513,5,None,Weekly,Yes,Yes,26.12,Tetra Pak,Online retailer,Muscle recovery,5,BrandA,Eco packaging,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,2,3,1,5,2025-04-11 16:29:14,Umm Al Quwain,PoorTaste
21,Male,Student,1252,4,3-4,Rarely,Yes,Yes,4.6,Tetra Pak,Convenience store,Energy boost,5,BrandB,Organic,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,5,4,1,3,2,2024-01-04 17:01:12,Abu Dhabi,HighPrice; PoorTaste; LackTrust; UnsustainablePack
20,Female,Working professional,384,4,None,Rarely,Yes,Yes,1.92,Bottle,Online retailer,Muscle recovery,3,BrandA,Low sugar,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,2,4,5,1,2024-04-27 10:38:24,Dubai,No barriers
20,Male,Self-employed,3275,4,3-4,Weekly,No,No,17.71,Bottle,Online retailer,Energy boost,3,None,Organic,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,5,3,4,2,2024-09-17 10:29:50,Abu Dhabi,HighPrice
22,Female,Working professional,8075,2,3-4,Daily,Yes,No,13.71,Bottle,Supermarket,Digestive health,4,BrandB,High protein,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,3,1,4,5,2024-10-05 07:20:46,Fujairah,HighPrice
20,Male,Working professional,14476,5,3-4,Monthly,No,No,25.0,Bottle,Pharmacy,Digestive health,3,BrandB,Low sugar,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,2,1,4,3,5,2024-06-29 02:48:32,Abu Dhabi,HardToFind
45,Female,Working professional,3239,4,3-4,Daily,No,Yes,6.35,Powder sachet,Online retailer,Energy boost,4,BrandB,None,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,5,3,1,4,2,2025-06-15 17:09:09,Ajman,LackTrust
19,Female,Self-employed,3394,4,3-4,Never,Yes,Yes,8.55,Bottle,Pharmacy,Energy boost,3,BrandC,None,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,4,1,5,2,3,2024-03-28 06:13:35,Abu Dhabi,UnsustainablePack
26,Female,Working professional,13884,4,1-2,Never,Yes,No,27.37,Bottle,Supermarket,Digestive health,5,None,Low sugar,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,4,5,3,1,2024-06-13 02:47:48,Ajman,No barriers
24,Female,Homemaker,913,3,1-2,Daily,Yes,Yes,4.63,Bottle,Gym/Fitness centre,Weight management,5,BrandC,Organic,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4,3,2,5,2025-03-25 01:19:54,Fujairah,No barriers
66,Male,Working professional,3465,3,3-4,Monthly,No,Yes,4.62,Powder sachet,Online retailer,Muscle recovery,5,BrandB,High protein,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,5,4,1,3,2,2024-03-23 12:29:53,Ras Al Khaimah,HighPrice
19,Male,Working professional,5834,4,3-4,Daily,Yes,Yes,9.1,Bottle,Supermarket,Energy boost,5,None,None,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,3,4,5,2024-01-16 03:41:48,Dubai,No barriers
24,Male,Student,7364,1,3-4,Rarely,No,No,16.0,Bottle,Supermarket,Energy boost,4,None,No artificial flavors,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,3,1,4,5,2024-08-16 15:45:06,Fujairah,PoorTaste
59,Male,Student,3106,4,3-4,Weekly,Yes,Yes,1.0,Tetra Pak,Supermarket,Energy boost,3,BrandA,Eco packaging,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,3,4,2,1,2024-11-20 11:46:22,Umm Al Quwain,No barriers
42,Female,Working professional,5069,4,5+,Monthly,No,No,10.9,Bottle,Gym/Fitness centre,Energy boost,5,BrandD,None,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,5,1,2,3,4,2024-10-01 16:26:07,Fujairah,HighPrice
38,Male,Working professional,523,4,1-2,Weekly,No,No,3.98,Bottle,Online retailer,Weight management,1,BrandB,No artificial flavors,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,5,3,1,2,4,2024-06-06 21:39:03,Abu Dhabi,HighPrice
21,Other,Self-employed,2718,4,None,Daily,Yes,Yes,3.69,Tetra Pak,Supermarket,Muscle recovery,2,BrandC,Low sugar,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,5,2,1,3,4,2024-03-12 10:01:18,Dubai,LackTrust
20,Female,Student,7392,4,1-2,Weekly,Yes,Yes,12.7,Bottle,Supermarket,Muscle recovery,1,BrandC,None,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,4,1,5,2,2024-12-08 16:36:05,Fujairah,No barriers
31,Female,Working professional,2030,4,3-4,Daily,Yes,No,5.24,Powder sachet,Online retailer,Muscle recovery,2,BrandB,Organic,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,5,3,2,4,2025-04-23 13:30:26,Umm Al Quwain,UnsustainablePack
49,Male,Working professional,5183,4,3-4,Monthly,Yes,No,8.02,Can,Supermarket,Weight management,5,None,Low sugar,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,5,4,3,2,1,2024-02-16 01:55:18,Fujairah,HardToFind
27,Female,Student,7348,5,5+,Daily,Yes,No,63.88,Can,Online retailer,Weight management,5,BrandB,No artificial flavors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,4,3,2,2025-03-14 17:40:19,Fujairah,HardToFind
28,Female,Student,3611,4,3-4,Monthly,No,No,5.04,Bottle,Online retailer,Energy boost,3,BrandC,Low sugar,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,4,3,2,5,1,2024-05-23 06:47:37,Dubai,HighPrice
21,Female,Working professional,5730,5,5+,Rarely,Yes,Yes,15.0,Jar,Online retailer,Weight management,2,None,None,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,4,5,2,2024-04-04 18:38:51,Umm Al Quwain,No barriers
35,Female,Working professional,2066,3,5+,Rarely,No,No,5.46,Can,Online retailer,Muscle recovery,3,BrandA,No artificial flavors,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,5,3,1,4,2024-10-02 18:48:56,Umm Al Quwain,No barriers
20,Female,Working professional,4081,4,None,Rarely,No,Yes,8.24,Bottle,Supermarket,Muscle recovery,4,BrandB,None,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,4,3,1,5,2025-01-19 09:40:57,Dubai,HighPrice
22,Male,Working professional,8512,5,3-4,Never,Yes,No,20.45,Bottle,Supermarket,Weight management,4,BrandA,Organic,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,3,4,1,2,2024-07-05 14:09:50,Sharjah,LackTrust
24,Female,Working professional,5661,4,3-4,Daily,No,No,13.39,Can,Pharmacy,Muscle recovery,5,BrandD,Low sugar,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,4,3,5,2024-09-13 10:15:59,Ajman,No barriers
26,Male,Student,2899,2,1-2,Daily,Yes,No,6.54,Jar,Convenience store,Energy boost,2,None,High protein,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,2,3,4,2024-11-13 03:01:11,Umm Al Quwain,No barriers
21,Male,Working professional,6014,4,3-4,Monthly,No,No,8.3,Powder sachet,Online retailer,Digestive health,5,BrandB,None,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,1,4,5,3,2024-06-18 14:44:47,Umm Al Quwain,HardToFind
19,Male,Other,9350,2,3-4,Rarely,Yes,No,17.3,Tetra Pak,Supermarket,Digestive health,1,BrandA,Low sugar,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,3,4,1,2,2024-06-20 15:55:29,Umm Al Quwain,No barriers
29,Male,Working professional,777,3,1-2,Never,Yes,Yes,3.72,Can,Online retailer,Weight management,4,BrandB,Eco packaging,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,2,3,4,5,1,2025-06-06 22:24:31,Umm Al Quwain,HighPrice
22,Male,Working professional,13949,5,3-4,Daily,Yes,No,25.3,Bottle,Pharmacy,Weight management,3,BrandC,Low sugar,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,4,2,3,5,2024-02-22 18:26:17,Dubai,HighPrice; HardToFind
28,Male,Working professional,3631,4,3-4,Weekly,Yes,Yes,5.73,Tetra Pak,Online retailer,Muscle recovery,4,BrandC,None,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,3,4,2,2024-11-04 20:28:38,Umm Al Quwain,No barriers
20,Other,Self-employed,7208,3,None,Weekly,Yes,No,12.37,Powder sachet,Pharmacy,Weight management,2,BrandB,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,3,4,5,2025-03-19 22:29:44,Ras Al Khaimah,HardToFind
25,Female,Self-employed,14437,5,3-4,Rarely,Yes,Yes,29.68,Can,Supermarket,Immune support,5,BrandB,High protein,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,2,5,4,1,2025-05-06 16:52:56,Abu Dhabi,No barriers
27,Other,Working professional,1430,5,1-2,Monthly,Yes,Yes,4.79,Bottle,Gym/Fitness centre,Muscle recovery,2,BrandB,High protein,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,4,2,3,1,2024-01-10 19:26:45,Fujairah,No barriers
18,Male,Other,2595,4,3-4,Daily,No,No,7.12,Bottle,Online retailer,Muscle recovery,4,BrandA,Low sugar,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,4,3,2,2024-02-22 21:15:59,Umm Al Quwain,No barriers
22,Male,Student,3791,3,1-2,Weekly,Yes,No,5.88,Bottle,Online retailer,Weight management,1,BrandA,Low sugar,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,2,1,5,2025-04-12 05:20:48,Dubai,No barriers
19,Female,Student,2428,5,5+,Monthly,Yes,Yes,5.63,Can,Online retailer,Energy boost,3,BrandA,Organic,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,4,5,3,1,2,2024-04-23 20:45:17,Fujairah,PoorTaste
